"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 05 17:00:39 GMT 2024","Mon Aug 05 17:00:40 GMT 2024","1818","CrossBrowser","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseURL","TC-01 Open Base URL","To verify that the base URL and the title of the application are correct and as expected."
"passed","Mon Aug 05 17:01:47 GMT 2024","Mon Aug 05 17:01:53 GMT 2024","6142","CrossBrowser","FirefoxTest","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProduct","TC-03 Verify Product Details on Product Page","To verify that the product page displays the correct product name and breadcrumb menu text for the 'Driven Backpack'."
"passed","Mon Aug 05 17:01:20 GMT 2024","Mon Aug 05 17:01:22 GMT 2024","1499","CrossBrowser","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseURL","TC-01 Open Base URL","To verify that the base URL and the title of the application are correct and as expected."
"passed","Mon Aug 05 17:02:02 GMT 2024","Mon Aug 05 17:02:04 GMT 2024","1983","CrossBrowser","FirefoxTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Mon Aug 05 17:01:27 GMT 2024","Mon Aug 05 17:01:28 GMT 2024","1770","CrossBrowser","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Mon Aug 05 17:01:15 GMT 2024","Mon Aug 05 17:01:17 GMT 2024","1949","CrossBrowser","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"unknown","Mon Aug 05 17:01:31 GMT 2024","Mon Aug 05 17:01:31 GMT 2024","0","CrossBrowser","FirefoxTest","FrameworkTest","FrameworkTest","testNegative","testNegative",""
"passed","Mon Aug 05 17:02:11 GMT 2024","Mon Aug 05 17:02:13 GMT 2024","2176","CrossBrowser","FirefoxTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Mon Aug 05 17:00:43 GMT 2024","Mon Aug 05 17:01:15 GMT 2024","31692","CrossBrowser","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Mon Aug 05 17:00:39 GMT 2024","Mon Aug 05 17:00:41 GMT 2024","2612","CrossBrowser","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Mon Aug 05 17:00:39 GMT 2024","Mon Aug 05 17:00:43 GMT 2024","4220","CrossBrowser","ChromeTest","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProduct","TC-03 Verify Product Details on Product Page","To verify that the product page displays the correct product name and breadcrumb menu text for the 'Driven Backpack'."
"passed","Mon Aug 05 17:01:19 GMT 2024","Mon Aug 05 17:01:20 GMT 2024","1063","CrossBrowser","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Mon Aug 05 17:01:20 GMT 2024","Mon Aug 05 17:01:22 GMT 2024","1549","CrossBrowser","ChromiumTest","com.lumatest.test.SearchBoxTest","com.lumatest.test.SearchBoxTest","presenceOfSearchBox","TC-SEARCH-001 Ensure that the search bar is present on the homepage","To verify that the search box is  displays."
