"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 13 00:54:12 GMT 2024","Thu Jun 13 00:54:15 GMT 2024","3351","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProduct","testProduct",""
"passed","Thu Jun 13 00:54:03 GMT 2024","Thu Jun 13 00:54:05 GMT 2024","1236","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Thu Jun 13 00:54:15 GMT 2024","Thu Jun 13 00:54:15 GMT 2024","0","CrossBrowser Test Suite","ChromeTest","FrameworkTest","FrameworkTest","testTest","testTest",""
"unknown","Thu Jun 13 00:54:01 GMT 2024","Thu Jun 13 00:54:01 GMT 2024","1","CrossBrowser Test Suite","ChromeTest","FrameworkTest","FrameworkTest","testNegative","testNegative",""
"passed","Thu Jun 13 00:54:05 GMT 2024","Thu Jun 13 00:54:06 GMT 2024","1328","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Thu Jun 13 00:54:02 GMT 2024","Thu Jun 13 00:54:03 GMT 2024","1197","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Thu Jun 13 00:54:07 GMT 2024","Thu Jun 13 00:54:08 GMT 2024","1286","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Thu Jun 13 00:54:09 GMT 2024","Thu Jun 13 00:54:11 GMT 2024","1137","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Thu Jun 13 00:54:08 GMT 2024","Thu Jun 13 00:54:09 GMT 2024","1171","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Thu Jun 13 00:54:11 GMT 2024","Thu Jun 13 00:54:11 GMT 2024","618","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseURL","TC-01 Open Base URL","To verify that the base URL and the title of the application are correct and as expected."
