"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 04 00:26:33 GMT 2024","Sun Aug 04 00:26:36 GMT 2024","3282","CrossBrowser","ChromeTest","com.lumatest.test.SearchBoxTest","com.lumatest.test.SearchBoxTest","presenceOfSearchBox","TC-SEARCH-001 Ensure that the search bar is present on the homepage","To verify that the search box is  displays."
"passed","Sun Aug 04 00:27:30 GMT 2024","Sun Aug 04 00:27:32 GMT 2024","1478","CrossBrowser","FirefoxTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Sun Aug 04 00:27:12 GMT 2024","Sun Aug 04 00:27:14 GMT 2024","2469","CrossBrowser","FirefoxTest","com.lumatest.test.SearchBoxTest","com.lumatest.test.SearchBoxTest","presenceOfSearchBox","TC-SEARCH-001 Ensure that the search bar is present on the homepage","To verify that the search box is  displays."
"passed","Sun Aug 04 00:26:55 GMT 2024","Sun Aug 04 00:26:55 GMT 2024","1","CrossBrowser","FirefoxTest","FrameworkTest","FrameworkTest","testTest","testTest",""
"unknown","Sun Aug 04 00:26:15 GMT 2024","Sun Aug 04 00:26:15 GMT 2024","1","Surefire suite","Surefire test","FrameworkTest","FrameworkTest","testNegative","testNegative",""
"passed","Sun Aug 04 00:26:45 GMT 2024","Sun Aug 04 00:26:47 GMT 2024","2353","CrossBrowser","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Sun Aug 04 00:26:49 GMT 2024","Sun Aug 04 00:26:51 GMT 2024","1213","CrossBrowser","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Sun Aug 04 00:27:23 GMT 2024","Sun Aug 04 00:27:24 GMT 2024","1599","CrossBrowser","FirefoxTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Sun Aug 04 00:26:33 GMT 2024","Sun Aug 04 00:26:35 GMT 2024","2684","CrossBrowser","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseURL","TC-01 Open Base URL","To verify that the base URL and the title of the application are correct and as expected."
"passed","Sun Aug 04 00:26:45 GMT 2024","Sun Aug 04 00:26:49 GMT 2024","4071","CrossBrowser","ChromiumTest","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProduct","TC-03 Verify Product Details on Product Page","To verify that the product page displays the correct product name and breadcrumb menu text for the 'Driven Backpack'."
"passed","Sun Aug 04 00:26:45 GMT 2024","Sun Aug 04 00:26:47 GMT 2024","1659","CrossBrowser","ChromiumTest","com.lumatest.test.SearchBoxTest","com.lumatest.test.SearchBoxTest","presenceOfSearchBox","TC-SEARCH-001 Ensure that the search bar is present on the homepage","To verify that the search box is  displays."
"passed","Sun Aug 04 00:27:19 GMT 2024","Sun Aug 04 00:27:20 GMT 2024","1850","CrossBrowser","FirefoxTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Sun Aug 04 00:26:47 GMT 2024","Sun Aug 04 00:26:49 GMT 2024","1585","CrossBrowser","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Sun Aug 04 00:27:12 GMT 2024","Sun Aug 04 00:27:14 GMT 2024","2268","CrossBrowser","FirefoxTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseURL","TC-01 Open Base URL","To verify that the base URL and the title of the application are correct and as expected."
"passed","Sun Aug 04 00:26:37 GMT 2024","Sun Aug 04 00:26:39 GMT 2024","1603","CrossBrowser","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"unknown","Sun Aug 04 00:26:45 GMT 2024","Sun Aug 04 00:26:45 GMT 2024","0","CrossBrowser","ChromiumTest","FrameworkTest","FrameworkTest","testNegative","testNegative",""
"passed","Sun Aug 04 00:26:45 GMT 2024","Sun Aug 04 00:26:45 GMT 2024","1","CrossBrowser","ChromiumTest","FrameworkTest","FrameworkTest","testTest","testTest",""
"passed","Sun Aug 04 00:26:43 GMT 2024","Sun Aug 04 00:26:44 GMT 2024","1111","CrossBrowser","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Sun Aug 04 00:27:12 GMT 2024","Sun Aug 04 00:27:15 GMT 2024","3141","CrossBrowser","FirefoxTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
