"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 13 01:01:29 GMT 2024","Thu Jun 13 01:01:30 GMT 2024","693","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseURL","TC-01 Open Base URL","To verify that the base URL and the title of the application are correct and as expected."
"passed","Thu Jun 13 01:01:23 GMT 2024","Thu Jun 13 01:01:24 GMT 2024","1279","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Thu Jun 13 01:01:26 GMT 2024","Thu Jun 13 01:01:28 GMT 2024","1391","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Thu Jun 13 01:01:22 GMT 2024","Thu Jun 13 01:01:23 GMT 2024","1196","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"unknown","Thu Jun 13 01:01:19 GMT 2024","Thu Jun 13 01:01:19 GMT 2024","2","CrossBrowser Test Suite","ChromeTest","FrameworkTest","FrameworkTest","testNegative","testNegative",""
"passed","Thu Jun 13 01:01:25 GMT 2024","Thu Jun 13 01:01:26 GMT 2024","1277","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Thu Jun 13 01:01:20 GMT 2024","Thu Jun 13 01:01:21 GMT 2024","1246","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Thu Jun 13 01:01:28 GMT 2024","Thu Jun 13 01:01:29 GMT 2024","1119","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","TestNavigationMenu","TC-02 Top menu navigation","To verify that the top menu navigation on the website functions correctly by ensuring thatclicking on menu items direct the user to the expected URL with the expected title."
"passed","Thu Jun 13 01:01:30 GMT 2024","Thu Jun 13 01:01:33 GMT 2024","3268","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProduct","testProduct",""
"passed","Thu Jun 13 01:01:33 GMT 2024","Thu Jun 13 01:01:33 GMT 2024","1","CrossBrowser Test Suite","ChromeTest","FrameworkTest","FrameworkTest","testTest","testTest",""
